round_num,global_accuracy,global_loss,participating_clients,dropped_updates,avg_latency_ms,total_bytes_transmitted,round_duration_seconds
1,0.9124,0.31217968595027923,5,0,369.2340867118593,23997640,21.315170764923096
2,0.93,0.23423488998115063,5,0,369.0080323731443,23997640,19.625587463378906
3,0.9426,0.1975781212002039,5,0,369.05258758078315,23997640,20.880601167678833
4,0.9504,0.16381836828961968,5,0,368.9947337004836,23997640,20.154625415802002
5,0.9575,0.14447727878540753,5,0,369.0293796987553,23997640,20.19102430343628
6,0.9606,0.12900940030515193,5,0,369.1217304399336,23997640,20.064783334732056
7,0.9666,0.11196003365628421,5,0,369.1534944819456,23997640,20.000232219696045
8,0.9687,0.10042585372608155,5,0,369.1846996019251,23997640,20.4130117893219
9,0.9721,0.09076552291326224,5,0,369.1754485154615,23997640,19.63803720474243
10,0.9734,0.0831174846034497,5,0,369.1525415684889,23997640,20.750139236450195
11,0.9754,0.07502325021894649,5,0,369.150785439363,23997640,19.471736907958984
12,0.9779,0.06785360949654132,5,0,369.14244291920477,23997640,20.99196743965149
13,0.979,0.0655852978920564,5,0,369.1286196622246,23997640,20.251969575881958
14,0.9806,0.06007274590833113,5,0,369.14141996257445,23997640,20.949745893478394
15,0.981,0.05824044425962493,5,0,369.161562693161,23997640,19.890211820602417
16,0.9822,0.0545619624552317,5,0,369.1681271799022,23997640,21.242252111434937
17,0.982,0.0523098939566873,5,0,369.1470188894924,23997640,20.00337052345276
18,0.9844,0.05002197239268571,5,0,369.1452403986862,23997640,21.31331753730774
19,0.9842,0.04712422164187301,5,0,369.1349096106137,23997640,20.532341241836548
20,0.9843,0.047615822370164096,5,0,369.1322593630213,23997640,21.142239809036255
